person_mal_id,position,anime_mal_id
5315,"Episode Director (9, 24)",525
5315,"Storyboard (eps 5, 9), Episode Director (ep 5)",721
5315,Episode Director,212
5315,Episode Director,1298
5315,Director,3073
5315,"Storyboard (ep 25), Episode Director (ep 25)",2361
5315,"Storyboard (6, OP)",100
5315,Director,15579
5315,"Storyboard (eps 14, 17, 26), Episode Director (eps 14, 17, 26)",12191
5315,Storyboard (ep 29),38578
5315,Episode Director (Assistant Episode Director: ep 2),1148
5315,"Storyboard (eps 3, 8, 14, 29, 35, 47), Episode Director (eps 3, 8, 14, 29, 35, 47)",3672
5315,"Storyboard (eps 5, 12, 20, 25)",12431
5315,"Script (eps 9, 14, 20, 27, 33, 39, 47)",479
5315,Series Production Director,6129
5315,"Storyboard (ep 10), Episode Director (ep 9)",1919
5315,Director,10321
5315,"Director, Storyboard",12711
5315,"Storyboard (eps 7, 11, 17, 35, 43), Episode Director (ep 35)",691
5315,Director,1840
5315,Director,3712
5315,"Storyboard (eps 16-17, 25, 46, 49)",37395
5316,Executive Producer (English version),9332
5316,Executive Producer (English version),11755
5316,Executive Producer (English version),35248
5316,Executive Producer (English version),32998
5316,Executive Producer (English version),33964
5316,Executive Producer (English version),25397
5316,Executive Producer (English version),33337
5316,Executive Producer (English version),30123
5316,Executive Producer (English version),31173
5316,Executive Producer (English version),25013
5316,Executive Producer (English version),34051
5316,Executive Producer (English version),19429
5316,Executive Producer (English version),24751
5316,Executive Producer (English version),34350
5316,Executive Producer (English version),31588
5316,Executive Producer (English version),35427
5316,Executive Producer (English version),24833
5316,Executive Producer (English version),30654
5316,Executive Producer (English version),33513
5316,Executive Producer (English version),28405
5316,Executive Producer (English version),28391
5316,Executive Producer (English version),9737
5316,Executive Producer (English version),10689
5316,Executive Producer (English version),10693
5316,Executive Producer (English version),10447
5316,Executive Producer (English version),30382
5316,Executive Producer (English version),28249
5316,Executive Producer (English version),31821
5316,Executive Producer (English version),6166
5316,Executive Producer (English version),9618
5316,Executive Producer (English version),32878
5316,Executive Producer (English version),7817
5316,Executive Producer (English version),2251
5316,Executive Producer (English version),3901
5316,Executive Producer (English version),6347
5316,Executive Producer (English version),8516
5316,Executive Producer (English version),9471
5316,Executive Producer (English version),28805
5316,Executive Producer (English version),109
5316,Executive Producer (English version),2205
5316,Executive Producer (English version),1682
5316,Executive Producer (English version),2986
5316,Executive Producer (English version),22789
5316,Executive Producer (English version),67
5316,Executive Producer (English version),35964
5316,Executive Producer (English version),20543
5316,Executive Producer (English version),57
5316,Executive Producer (English version),10396
5316,Executive Producer (English version),30782
5316,Executive Producer (English version),13535
5316,Executive Producer (English version),1498
5316,Executive Producer (English version),68
5316,Executive Producer (English version),2589
5316,Executive Producer (English version),34572
5316,Executive Producer (English version),4901
5316,Executive Producer (English version),3407
5316,Executive Producer (English version),18767
5316,Executive Producer (English version),10490
5316,Executive Producer (English version),10681
5316,Executive Producer (English version),58
5316,Executive Producer (English version),1380
5316,Executive Producer (English version),31964
5316,Executive Producer (English version),33486
5316,Executive Producer (English version),36456
5316,Executive Producer (English version),36896
5316,Executive Producer (English version),35262
5316,Executive Producer (English version),10719
5316,Executive Producer (English version),14967
5316,Executive Producer (English version),14027
5316,Executive Producer (English version),32866
5316,Executive Producer (English version),15605
5316,Executive Producer (English version),25437
5316,Executive Producer (English version),22745
5316,Executive Producer (English version),10163
5316,Executive Producer (English version),33354
5316,Executive Producer (English version),35320
5316,Executive Producer (English version),4981
5316,Executive Producer (English version),34525
5316,Executive Producer (English version),28833
5316,Executive Producer (English version),30091
5316,Executive Producer (English version),30485
5316,Executive Producer (English version),34753
5316,Executive Producer (English version),4975
5316,Executive Producer (English version),32483
5316,Executive Producer (English version),33798
5316,Executive Producer (English version),35821
5316,Executive Producer (English version),16157
5316,Executive Producer (English version),20479
5316,Executive Producer (English version),34382
5316,Executive Producer (English version),1818
5316,Executive Producer (English version),32407
5316,Executive Producer (English version),8888
5316,Executive Producer (English version),15197
5316,Executive Producer (English version),15199
5316,Executive Producer (English version),15201
5316,Executive Producer (English version),30711
5316,Executive Producer (English version),34438
5316,Executive Producer (English version),34439
5316,Executive Producer (English version),34440
5316,Executive Producer (English version),11703
5316,Executive Producer (English version),31456
5316,Executive Producer (English version) Airing,966
5316,Executive Producer (English version),20031
5316,Executive Producer (English version),1482
5316,Executive Producer (English version),32370
5316,Executive Producer (English version),31636
5316,Executive Producer (English version),36049
5316,Executive Producer (English version),6747
5316,Executive Producer (English version),29976
5316,Executive Producer (English version),34103
5316,Executive Producer (English version),32189
5316,Executive Producer (English version),33028
5316,Executive Producer (English version),16592
5316,Executive Producer (English version),2025
5316,Executive Producer (English version),4182
5316,Executive Producer (English version),7338
5316,Executive Producer (English version),6573
5316,Executive Producer (English version),35849
5316,Executive Producer (English version),15583
5316,Executive Producer (English version),19163
5316,Executive Producer (English version),22961
5316,Executive Producer (English version),17641
5316,Executive Producer (English version),6880
5316,Executive Producer (English version),10418
5316,Executive Producer (English version),34497
5316,Executive Producer (English version),28223
5316,Executive Producer (English version),33988
5316,Executive Producer (English version),35823
5316,Executive Producer (English version),29589
5316,Executive Producer (English version),8086
5316,Executive Producer (English version),9690
5316,Executive Producer (English version),32271
5316,Executive Producer (English version),36524
5316,Executive Producer (English version),36515
5316,Executive Producer (English version),31163
5316,Executive Producer (English version),31710
5316,Executive Producer (English version),21743
5316,Executive Producer,11705
5316,Executive Producer (English version),223
5316,Executive Producer (English version),225
5316,Executive Producer (English version),987
5316,Executive Producer (English version),6033
5316,Executive Producer (English version),22777
5316,Executive Producer (English version),11359
5316,Executive Producer (English version),502
5316,Executive Producer (English version),891
5316,Executive Producer (English version),892
5316,Executive Producer (English version),893
5316,Executive Producer (English version),30694
5316,Executive Producer (English version),36946
5316,Executive Producer (English version),813
5316,Executive Producer (English version),894
5316,Executive Producer (English version),895
5316,Executive Producer (English version),896
5316,Executive Producer (English version),897
5316,Executive Producer (English version),898
5316,Executive Producer (English version),899
5316,Executive Producer (English version),900
5316,Executive Producer (English version),901
5316,Executive Producer (English version),902
5316,Executive Producer (English version),903
5316,Executive Producer (English version),904
5316,Executive Producer (English version),905
5316,Executive Producer (English version),906
5316,Executive Producer (English version),14837
5316,Executive Producer (English version),25389
5316,Executive Producer (English version),986
5316,Executive Producer (English version),985
5316,Executive Producer (English version),2795
5316,Executive Producer (English version),5072
5316,Executive Producer (English version),31339
5316,Executive Producer (English version),3230
5316,Executive Producer (English version),4798
5316,Executive Producer (English version),4726
5316,Executive Producer (English version),2030
5316,Executive Producer (English version),32608
5316,Executive Producer (Funimation dub),393
5316,Executive Producer (English version),12471
5316,Executive Producer (English version),14875
5316,Executive Producer (English version),2759
5316,Executive Producer (English version),3784
5316,Executive Producer (English version),3785
5316,Executive Producer (English version),6702
5316,Executive Producer (English version),22043
5316,Executive Producer (English version),12049
5316,Executive Producer (English version),30778
5316,Executive Producer (English version),9314
5316,Executive Producer (English version),18507
5316,Executive Producer (English version),36704
5316,Executive Producer (English version),22265
5316,Executive Producer (English version),26213
5316,Executive Producer (English version),33845
5316,Executive Producer (English version),35191
5316,Executive Producer (English version),35198
5316,Executive Producer (English version),9367
5316,Executive Producer (English version),10172
5316,Executive Producer (English version),18001
5316,Executive Producer (English version),21373
5316,Executive Producer (English version),120
5316,Executive Producer (English version),32696
5316,Executive Producer (English version),31931
5316,Executive Producer (English version),121
5316,Executive Producer (English version),5114
5316,Executive Producer (English version),7902
5316,Executive Producer (English version),6421
5316,Executive Producer (English version),908
5316,Executive Producer (English version),430
5316,Executive Producer (English version),9135
5316,Executive Producer (English version),33743
5316,Executive Producer (English version),4725
5316,Executive Producer (English version),34280
5316,Executive Producer (English version),25183
5316,Executive Producer (English version),28539
5316,Executive Producer (English version),28537
5316,Executive Producer (English version),23311
5316,Executive Producer (English version),32415
5316,Executive Producer (English version),36144
5316,Executive Producer (English version),1571
5316,Executive Producer (English version),32936
5316,Executive Producer (English version),35757
5316,Executive Producer (English version),31433
5316,Executive Producer (English version),1490
5316,Executive Producer (English version),1140
5316,Executive Producer (English version),973
5316,Executive Producer (English version),36028
5316,Executive Producer (English version),37989
5316,Executive Producer (English version),8425
5316,Executive Producer (English version),287
5316,Executive Producer (English version),551
5316,Executive Producer (English version),10793
5316,Executive Producer (English version),134
5316,Executive Producer (English version),3231
5316,Executive Producer (English version),4765
5316,Executive Producer (English version),23279
5316,Executive Producer (English version),31630
5316,Executive Producer (English version),13161
5316,Executive Producer (English version),31859
5316,Executive Producer (English version),34403
5316,Executive Producer (English version),35889
5316,Executive Producer (English version),36029
5316,Executive Producer (English version),16528
5316,Executive Producer (English version),32981
5316,Executive Producer (English version),32648
5316,Executive Producer (English version),37259
5316,Executive Producer (English version),28211
5316,Executive Producer (English version),35983
5316,Executive Producer (English version),15809
5316,Executive Producer (English version),31109
5316,Executive Producer (English version),27829
5316,Executive Producer (English version),777
5316,Executive Producer (English version),2002
5316,Executive Producer (English version),5060
5316,Executive Producer (English version),7337
5316,Executive Producer (English version),8479
5316,Executive Producer (English version),15195
5316,Executive Producer (English version),21075
5316,Executive Producer (English version),17273
5316,Executive Producer (English version),28607
5316,Executive Producer (English version),31997
5316,Executive Producer (English version),31158
5316,Executive Producer (English version),8630
5316,Executive Producer (English version),28883
5316,Executive Producer (English version),10604
5316,Executive Producer (English version),5630
5316,Executive Producer (English version),6372
5316,Executive Producer (English version),6637
5316,Executive Producer (English version),11617
5316,Executive Producer (English version),24703
5316,Executive Producer (English version),34281
5316,Executive Producer (English version),37719
5316,Executive Producer (English version),15451
5316,Executive Producer (English version),30415
5316,Executive Producer (English version),34834
5316,Executive Producer (English version),36296
5316,Executive Producer (English version),5998
5316,Executive Producer (English version),31338
5316,Executive Producer (English version),37446
5316,Executive Producer (English version),12189
5316,Executive Producer (English version),13469
5316,Executive Producer (English version),6610
5316,Executive Producer (English version),4196
5316,Executive Producer (English version),11255
5316,Executive Producer (English version),7580
5316,Executive Producer (English version),35413
5316,Executive Producer (English version),822
5316,Executive Producer (English version),185
5316,Executive Producer (English version),18
5316,Executive Producer (English version),186
5316,Executive Producer (English version),187
5316,Executive Producer (English version),37210
5316,Executive Producer (English version),34012
5316,Executive Producer (English version),35203
5316,Executive Producer (English version),33012
5316,Executive Producer (English version),36124
5316,Executive Producer (English version),588
5316,Executive Producer (English version),228
5316,Executive Producer (English version),34565
5316,Executive Producer (English version),31405
5316,Executive Producer (English version),12413
5316,Executive Producer (English version),13331
5316,Executive Producer (English version),28387
5316,Executive Producer (English version),26441
5316,Executive Producer (English version),953
5316,Executive Producer (English version),35076
5316,Executive Producer (English version),2772
5316,Executive Producer (English version),36754
5316,Executive Producer (English version),14713
5316,Executive Producer (English version),25681
5316,Executive Producer (English version),21511
5316,Executive Producer (English version),35860
5316,Executive Producer (English version),16035
5316,Executive Producer (English version),1691
5316,Executive Producer (English version),32686
5316,Executive Producer (English version),24439
5316,Executive Producer (English version),34451
5316,Executive Producer (English version),34501
5316,Executive Producer (English version),21809
5316,Executive Producer (English version),23735
5316,Executive Producer (English version),516
5316,Executive Producer (English version),274
5316,Executive Producer (English version),147
5316,Executive Producer (English version),12031
5316,Executive Producer (English version),17389
5316,Executive Producer (English version),35079
5316,Executive Producer (English version),34104
5316,Executive Producer (English version),33206
5316,Executive Producer (English version),1486
5316,Executive Producer (English version),35434
5316,Executive Producer (English version),35241
5316,Executive Producer (English version),8841
5316,Executive Producer (English version),10790
5316,Executive Producer (English version),15437
5316,Executive Producer (English version),10209
5316,Executive Producer (English version),34389
5316,Executive Producer (English version),17187
5316,Executive Producer (English version),19191
5316,Executive Producer (English version),19193
5316,Executive Producer (English version),19195
5316,Executive Producer (English version),27411
5316,Executive Producer (English version),32214
5316,Executive Producer (English version),4186
5316,Executive Producer (English version),35134
5316,Executive Producer (English version),35135
5316,Executive Producer (English version),35136
5316,Executive Producer (English version),8129
5316,Executive Producer (English version),9754
5316,Executive Producer (English version),10391
5316,Executive Producer (English version),3653
5316,Executive Producer (English version),7540
5316,Executive Producer (English version),4898
5316,Executive Producer (English version),6707
5316,Executive Producer (English version),9136
5316,Executive Producer (English version),31812
5316,Executive Producer (English version),22145
5316,Executive Producer (English version),23317
5316,Executive Producer (English version),6793
5316,Executive Producer (English version),25283
5316,Executive Producer (English version),10336
5316,Executive Producer (English version),12429
5316,Executive Producer (English version),9834
5316,Executive Producer (English version),37601
5316,Executive Producer (English version),32526
5316,Executive Producer (English version),34973
5316,Executive Producer (English version),32083
5316,Executive Producer (English version),1422
5316,Executive Producer (English version),1431
5316,Executive Producer (English version),1416
5316,Executive Producer (English version),1434
5316,Executive Producer (English version),1437
5316,Executive Producer (English version),1419
5316,Executive Producer (English version),1438
5316,Executive Producer (English version),1417
5316,Executive Producer (English version),1436
5316,Executive Producer (English version),1439
5316,Executive Producer (English version),13203
5316,Executive Producer (English version),17247
5316,Executive Producer (English version),21415
5316,Executive Producer (English version),24455
5316,Executive Producer (English version),27857
5316,Executive Producer (English version),157
5316,Executive Producer (English version),35062
5316,Executive Producer (English version),9936
5316,Executive Producer (English version),11209
5316,Executive Producer (English version),15565
5316,Executive Producer (English version),1509
5316,Executive Producer (English version),33487
5316,Executive Producer,13239
5316,Executive Producer (English version) Airing,235
5316,Executive Producer (English version),779
5316,Executive Producer (English version),780
5316,Executive Producer (English version),781
5316,Executive Producer (English version),1363
5316,Executive Producer (English version),1364
5316,Executive Producer (English version),1365
5316,Executive Producer (English version),4087
5316,Executive Producer (English version),28817
5316,Executive Producer (English version),10620
5316,Executive Producer (English version),16762
5316,Executive Producer (English version),3342
5316,Executive Producer (English version),31631
5316,Executive Producer (English version),1696
5316,Executive Producer (English version),31442
5316,Executive Producer (English version),33075
5316,Executive Producer (English version),457
5316,Executive Producer (English version),3655
5316,Executive Producer (English version),26351
5316,Executive Producer (English version),30016
5316,Executive Producer (English version),34414
5316,Executive Producer (English version),1546
5316,Executive Producer (English version),1619
5316,Executive Producer (English version),1732
5316,Executive Producer (English version),31764
5316,Executive Producer (English version),36038
5316,Executive Producer (English version),36043
5316,Executive Producer (English version),31404
5316,Executive Producer (English version),31953
5316,Executive Producer (English version),34914
5316,Executive Producer (English version),23605
5316,Executive Producer (English version),19855
5316,Executive Producer (English version),20507
5316,Executive Producer (English version),30503
5316,Executive Producer (English version),18095
5316,Executive Producer (English version),2152
5316,Executive Producer (English version) Airing,21
5316,Executive Producer (English version),31490
5316,Executive Producer (English version),4155
5316,Executive Producer (English version),12859
5316,Executive Producer (English version),2107
5316,Executive Producer (English version),31289
5316,Executive Producer (English version),33338
5316,Executive Producer (English version),12355
5316,Executive Producer (English version),2966
5316,Executive Producer (English version),5341
5316,Executive Producer (English version),6007
5316,Executive Producer (English version),7769
5316,Executive Producer (English version),2159
5316,Executive Producer (English version),3887
5316,Executive Producer (English version),32729
5316,Executive Producer (English version),25099
5316,Executive Producer (English version),24705
5316,Executive Producer (English version),10547
5316,Executive Producer (English version),9922
5316,Executive Producer (English version),853
5316,Executive Producer (English version),36027
5316,Executive Producer (English version),34262
5316,Executive Producer (English version),29803
5316,Executive Producer (English version),35073
5316,Executive Producer (English version),37675
5316,Executive Producer (English version),26243
5316,Executive Producer (English version),28927
5316,Executive Producer (English version),10739
5316,Executive Producer (English version),8795
5316,Executive Producer (English version),325
5316,Executive Producer (English version),5682
5316,Executive Producer (English version),33091
5316,Executive Producer (English version),35330
5316,Executive Producer (English version),31559
5316,Executive Producer (English version),30240
5316,Executive Producer (English version),13601
5316,Executive Producer (English version),23281
5316,Executive Producer (English version),21339
5316,Executive Producer (English version),32772
5316,Executive Producer (English version),417
5316,Executive Producer (English version),28619
5316,Executive Producer (English version),14921
5316,Executive Producer (English version),32961
5316,Executive Producer (English version),30015
5316,Executive Producer (English version),35466
5316,Executive Producer (English version),32262
5316,Executive Producer (English version),4618
5316,Executive Producer (English version),13599
5316,Executive Producer (English version),32951
5316,Executive Producer (English version),25867
5316,Executive Producer (English version),1699
5316,Executive Producer (English version),2993
5316,Executive Producer (English version),4214
5316,Executive Producer (English version),33255
5316,Executive Producer (English version),33726
5316,Executive Producer (English version),34494
5316,Executive Producer (English version),1964
5316,Executive Producer (English version),1999
5316,Executive Producer (English version),166
5316,Executive Producer (English version),11499
5316,Executive Producer (English version),16694
5316,Executive Producer (English version),31564
5316,Executive Producer (English version),33889
5316,Executive Producer (English version),1881
5316,Executive Producer (English version),1882
5316,Executive Producer (English version),35994
5316,Executive Producer (English version),24
5316,Executive Producer (English version),846
5316,Executive Producer (English version),517
5316,Executive Producer (English version),32032
5316,Executive Producer (English version),35369
5316,Executive Producer (English version),5940
5316,Executive Producer (English version),22663
5316,Executive Producer (English version),21033
5316,Executive Producer (English version),11763
5316,Executive Producer (English version),21009
5316,Executive Producer (English version),4063
5316,Executive Producer (English version),5279
5316,Executive Producer (English version),5277
5316,Executive Producer (English version),9355
5316,Executive Producer (English version),22273
5316,Executive Producer (English version),24037
5316,Executive Producer (English version),5355
5316,Executive Producer (English version),9745
5316,Executive Producer (English version),6634
5316,Executive Producer (English version),10483
5316,Executive Producer (English version),23201
5316,Executive Producer (English version),6581
5316,Executive Producer (English version),28283
5316,Executive Producer (English version),21497
5316,Executive Producer (English version),15119
5316,Executive Producer (English version),31229
5316,Executive Producer (English version),2104
5316,Executive Producer (English version),2787
5316,Executive Producer (English version),6773
5316,Executive Producer (English version),1815
5316,Executive Producer (English version),6572
5316,Executive Producer (English version),2216
5316,Executive Producer (English version),1559
5316,Executive Producer (English version),4581
5316,Executive Producer (English version),5034
5316,Executive Producer (English version),6344
5316,Executive Producer (English version),7724
5316,Executive Producer (English version),10083
5316,Executive Producer (English version),29786
5316,Executive Producer (English version),21843
5316,Executive Producer (English version),16498
5316,Executive Producer (English version),23775
5316,Executive Producer (English version),23777
5316,Executive Producer (English version),25777
5316,Executive Producer (English version),36702
5316,Executive Producer (English version),35760
5316,Executive Producer (English version),31374
5316,Executive Producer (English version),28625
5316,Executive Producer (English version),32175
5316,Executive Producer (English version),27441
5316,Executive Producer (English version),32038
5316,Executive Producer (English version),32039
5316,Executive Producer (English version),79
5316,Executive Producer (English version),33433
5316,Executive Producer (English version),33834
5316,Executive Producer (English version),35559
5316,Executive Producer (English version),5233
5316,Executive Producer (English version),4028
5316,Executive Producer (English version),152
5316,Executive Producer (English version),3138
5316,Executive Producer (English version),5958
5316,Executive Producer (English version),8407
5316,Executive Producer (English version),7858
5316,Executive Producer (English version),9790
5316,Executive Producer (English version),1602
5316,Executive Producer (English version),8098
5316,Executive Producer (English version),3588
5316,Executive Producer (English version),21507
5316,Executive Producer (English version),478
5316,Executive Producer (English version),30381
5316,Executive Producer (English version),20057
5316,Executive Producer (English version),23327
5316,Executive Producer (English version),198
5316,Executive Producer (English version),341
5316,Executive Producer (English version),35847
5316,Executive Producer (English version),9253
5316,Executive Producer (English version),30484
5316,Executive Producer (English version),11577
5316,Executive Producer (English version),10863
5316,Executive Producer (English version),3667
5316,Executive Producer (English version),6381
5316,Executive Producer (English version),9751
5316,Executive Producer (English version),5681
5316,Executive Producer (English version),25
5316,Executive Producer (English version),390
5316,Executive Producer (English version),29758
5316,Executive Producer (English version),6046
5316,Executive Producer (English version),30911
5316,Executive Producer (English version),34086
5316,Executive Producer (English version),33558
5316,Executive Producer (English version),541
5316,Executive Producer (English version),1147
5316,Executive Producer (Funimation dub),182
5316,Executive Producer (English version),3974
5316,Executive Producer (English version),6380
5316,Executive Producer (English version),5074
5316,Executive Producer (English version),7279
5316,Executive Producer (English version),6213
5316,Executive Producer (English version),16049
5316,Executive Producer (English version),4654
5316,Executive Producer (English version),8937
5316,Executive Producer (English version),11743
5316,Executive Producer (English version),35589
5316,Executive Producer (English version),21353
5316,Executive Producer (English version),22319
5316,Executive Producer (English version),27899
5316,Executive Producer (English version),36511
5316,Executive Producer (English version),37799
5316,Executive Producer (English version),16011
5316,Executive Producer (English version),10033
5316,Executive Producer (English version),33023
5316,Executive Producer (English version),33377
5316,Executive Producer (English version),4106
5316,Executive Producer (English version),27
5316,Executive Producer (English version),177
5316,Executive Producer (English version),969
5316,Executive Producer (English version),807
5316,Executive Producer (English version),4938
5316,Executive Producer (English version),2685
5316,Executive Producer (English version),34019
5316,Executive Producer (English version),34822
5316,Executive Producer (English version),343
5316,Executive Producer (English version),2580
5316,Executive Producer (English version),34902
5316,Executive Producer (English version),32681
5316,Executive Producer (English version),36267
5316,Executive Producer (English version),37866
5316,Executive Producer (English version),12029
5316,Executive Producer (English version),33064
5316,Executive Producer (English version),35250
5316,Executive Producer (English version),30385
5316,Executive Producer (English version),31736
5316,Executive Producer (English version),2746
5316,Executive Producer (English version),32899
5316,Executive Producer (English version),935
5316,Executive Producer (English version),4415
5316,Executive Producer (English version),861
5316,Executive Producer (English version),793
5316,Executive Producer (English version),28677
5316,Executive Producer (English version),32615
5316,Executive Producer (English version),35507
5316,Executive Producer (English version),26165
5316,Executive Producer (English version),32995
5316,Executive Producer (English version),392
5316,Executive Producer (English version),882
5316,Executive Producer (English version),2125
5316,Executive Producer (English version),12455
5316,Executive Producer (English version),23283
5316,Executive Producer (English version),5020
5316,Executive Producer (English version),34863
5319,Original Creator,5983
5319,Original Creator,1060
5323,Character Design,1143
5323,"Character Design, Animation Director (eps 6, 11, 16, 21)",48
5323,"Animation Director, Key Animation (eps 2, 6, 11)",298
5323,"Character Design, Animation Director",1487
5323,"Chief Animation Director, Animation Director",5525
5323,Key Animation (ep 17),2288
5323,"Animation Director, Key Animation",3359
5323,"Character Design, Animation Director",56
5323,"Character Design, Chief Animation Director",58265
5323,Storyboard (ED1),6347
5323,Key Animation (ep 1),8516
5323,Key Animation (ep 9),5081
5323,Chief Animation Director,9513
5323,Key Animation,40024
5323,Key Animation (OP),10490
5323,"Character Design, Chief Animation Director, Animation Director (OP, ED)",11241
5323,Key Animation (ep 8),1312
5323,Character Design,39905
5323,"Animation Director (eps 10, 12)",16512
5323,Key Animation (ep 1),9330
5323,Character Design,23333
5323,Animation Director (ep 13),6746
5323,Key Animation (ED),2030
5323,Chief Animation Director (ep 4),37958
5323,Key Animation,121
5323,"Key Animation (eps 1, 20)",5114
5323,Key Animation,1179
5323,Animation Director,1858
5323,Key Animation (ep 19),782
5323,Key Animation (Studio Wanpack),1022
5323,Key Animation (ep 6),16918
5323,"Animation Director, Key Animation",918
5323,Key Animation,2951
5323,Animation Director (ep 3),336
5323,Animation Director,245
5323,"Animation Director (ED), Key Animation (ED)",13161
5323,"Animation Director (eps 4, 8, 12), Key Animation (OP, ep 1)",6895
5323,Animation Director,9065
5323,Key Animation (OP),13115
5323,Key Animation (OP),10350
5323,Animation Director (ep 2),36029
5323,Animation Director (ep 3),259
5323,Animation Director,1906
5323,Key Animation,6637
5323,Key Animation (ep 12),360
5323,"Key Animation (eps 4, 8, 12)",3270
5323,Key Animation (ep 1),160
5323,Key Animation (OP),25429
5323,Animation Director,588
5323,Animation Director,3092
5323,Animation Director,4814
5323,Key Animation (ep 2),274
5323,Animation Director,1947
5323,"Key Animation (eps 4, 12)",9656
5323,Key Animation,1566
5323,Key Animation (ep 1),4898
5323,Animation Director,4080
5323,"In-Between Animation (ep 6), Key Animation (eps 12, 17)",690
5323,Animation Director (ep 1),14833
5323,Key Animation,738
5323,Key Animation (ep 2),9693
5323,Key Animation (OP),4151
5323,"Animation Director (ep 5), Key Animation (OP/ED)",1696
5323,"Animation Director (13 episodes), Key Animation",20
5323,Key Animation (ep 1),10379
5323,Key Animation (ep 11),5690
5323,Key Animation (ep 10),4477
5323,Key Animation (ep 1),17549
5323,"Character Design, Chief Animation Director, Animation Director (OP)",53300
5323,Key Animation,459
5323,Key Animation (ep 1),8476
5323,Key Animation,1141
5323,Key Animation (ep 1),39292
5323,Animation Director,1807
5323,2nd Key Animation (ep 2),10924
5323,Key Animation (ep 1),209
5323,Key Animation (ep 23),1693
5323,Animation Director,2369
5323,Key Animation,53236
5323,Key Animation (OP1),28497
5323,Animation Director,4940
5323,Animation Director (ep 1),58939
5323,Key Animation (ep 5),1166
5323,Key Animation (ED),9926
5323,"Character Design, Animation Director",2031
5323,"Character Design, Chief Animation Director",7662
5323,Animation Director,1557
5323,"Episode Director, Chief Animation Director",7705
5323,Animation Director,2965
5323,Key Animation,50275
5323,Animation Director,173
5323,"Character Design, Chief Animation Director, Animation Director (ep 12)",12445
5323,Character Design,14189
5323,Key Animation (ep 23),605
5323,"Character Design (Sub-Character Design), Animation Director",45649
5323,"Animation Director (eps 12, 18, 26)",175
5323,Key Animation,1539
5323,Key Animation,27
5323,"Animation Director (eps 3, 7), Key Animation (ep 26)",177
5323,Key Animation (ep 1),969
5323,"Character Design, Animation Director (eps 1-2, 13)",33037
5323,"Chief Animation Director, Animation Director (ep 25), Key Animation (ep 26)",4896
5323,"Key Animation (eps 13, 24)",202
5323,"Key Animation (OP1-2, ED1)",18179
5323,Character Design,30413
5323,Character Design,50552
5323,Key Animation,30790
5323,Key Animation (OP/ED),6586
5325,Character Design,454
5325,Character Design,1143
5325,"Character Design, Key Animation (eps 14, 17)",48
5325,Character Design,1487
5325,In-Between Animation (ep 3),1244
5325,Key Animation,5578
5325,In-Between Animation,5673
5325,Key Animation,55
5325,Key Animation (ep 3),1596
5325,"Animation Director (ep 11), Key Animation (ep 1)",56
5325,Key Animation,104
5325,In-Between Animation (ep 1),1665
5325,Animation Director (ep 45),150
5325,Key Animation (ep 1),2142
5325,"In-Between Animation, Key Animation",2122
5325,In-Between Animation (ep 1),2090
5325,"Animation Director (eps 12, 15, 27), Key Animation (OP1-4)",1482
5325,Key Animation (ep 2),61
5325,"Character Design, Chief Animation Director (eps 1, 4, 6-13), Animation Director (eps 1, 12)",37597
5325,Character Design,48780
5325,Animation Director (ep 4),2025
5325,In-Between Animation,1494
5325,Chief Animation Director (eps 4-24),38691
5325,In-Between Animation (ep 1),1344
5325,Animation Director (OP),9982
5325,"In-Between Animation (ep 2), Key Animation (ep 1)",6557
5325,Animation Director (ep 4),121
5325,Key Animation,380
5325,In-Between Animation,4856
5325,Key Animation (ep 4),782
5325,In-Between Animation (ep 1),8233
5325,In-Between Animation,3461
5325,"Character Design, Animation Director (eps 1, 3, 7, 13)",336
5325,"Character Design, Animation Director (ep 4)",771
5325,Key Animation (OP1),34279
5325,"Assistant Animation Director (eps 12, 16)",9289
5325,In-Between Animation,1115
5325,Key Animation (ep 25),958
5325,"Animation Director (eps 20, 24, 31, 39, 52), Key Animation (ep 1)",135
5325,Animation Director,645
5325,Character Design,2336
5325,"Character Design, Chief Animation Director (eps 1, 4, 11)",40803
5325,"Character Design, Chief Animation Director (ep 1)",54858
5325,Animation Director (ep 1),359
5325,"Animation Director (eps 7, 10)",1410
5325,In-Between Animation (ep 2),6384
5325,"Animation Director (eps 23, 28, 33)",153
5325,"Character Design, Chief Animation Director, Animation Director (OP, ED)",21563
5325,Key Animation (ep 37),94
5325,Key Animation (ep 26),467
5325,Key Animation,1566
5325,Key Animation,2449
5325,Animation Director (ep 18),801
5325,Key Animation (OP),4186
5325,"Character Design, Chief Animation Director, Animation Director (eps 1, 24, OP, ED1-2), Assistant Animation Director (ep 3)",4898
5325,"Character Design, Chief Animation Director, Animation Director (ep 12)",6707
5325,Character Design,9136
5325,"Character Design, Chief Animation Director",31812
5325,Character Design,6163
5325,"Character Design, Chief Animation Director (eps 6, 9-10, OP), Animation Director (ED2)",22145
5325,"Character Design, Chief Animation Director",23317
5325,"Character Design, Animation Director",6793
5325,In-Between Animation (eps 1-2),1909
5325,Animation Director (ep 7),251
5325,"Character Design, Key Animation (eps 12, 15)",252
5325,"Animation Director (eps 7, 10)",276
5325,Key Animation (ep 8),277
5325,Key Animation,3659
5325,Key Animation,3147
