character_mal_id,nickname
140377,His Excellency
140377,Major
140376,Second Lieutenant
140375,Blink Baron
140375,King of Abyss
140374,Alan
140374,Alec
140374,Supreme Commander
140374,Senior General
140334,Pandora
140322,Ape Admin
140268,Jeje
140256,Sal Manella
140254,Cody Hackins
140252,Dee Vasquez
140251,Will Powers
140212,Mansaku
140209,Matsu
140195,Slash Dog
140193,The Monkey King
140193,Son Gokuu
140167,Doc Glasses
140162,Ha-kun
140158,Witch of the Lost Kingdom
140158,Mad Princess
140156,Walburga of the Purple Flames
140154,Hibiki
140152,Kuu-chan
140137,Luca
140137,Grand Duke
140123,Kan
140119,The Scarlet Despair
140119,Eileen Belserion
140106,The Immovable Lord
140103,Nezuccchi
140088,Domi
140077,B-ko
140076,A-ko
140075,Shuu
140074,Dousuke
140072,Mii-chan
140069,Xeno Megaera
140057,B. JW2260 MCHINA
140056,Tora
140045,Recovery Girl
140021,Yoi-chan
140015,Kale
139996,Mozu
139994,San
139993,Van
139992,Fran
139990,Impey
139954,Phoenix
139925,Hotei
139919,Green Green Green
139919,Malignant Bacteria
139915,Section Chief
139915,Hairpin Demon
139911,Sokuei
139904,Amashoku
139896,Akanecchi
139896,Akarin
139895,Harurun
139895,Harupyon
139894,Tono-chan
139894,Tono-sama
139892,Kana Juumonji
139891,Mitsuko Yarima
139890,Walnut
139885,Amylin
139880,King Hades
139875,Harbinger of Spring
139874,Danjo Kitabayashi
139857,Shallot
139845,Junker
139812,Mophead
139811,Little Xia
139768,Maguro-chan
139762,Kou
139759,Marvin Grossberg
139759,Samuel Rosenberg
139758,April May
139757,Redd White
139707,Louis
139689,Christine
139650,Takt Kirisawa
139608,Miki
139593,Q
139592,Sniper-chan
139583,Lyonne Bayluriht
139579,Goumon Hime
139579,Torture Princess
139579,Torturchen
139578,Wakiya Murasaki
139578,Golidlocks
139578,The Tempest One
139577,Daigo Kurogami
139548,Muku
139527,Little Red Riding Hood
139526,Mi-chan
139515,Judge
139514,Frank Sahwit
139490,Winston Payne
139455,Chika-chan
139454,Taisho
139443,Lunafreya
139440,Iggy
139438,Noct
139433,Black Bomber
139432,Yellow Bomber
139431,Red Bomber
139430,Blue Bomber
139392,Demon Lord
139391,Ikkun
139380,Tsubasa-Chan
139378,Tatsu
139376,Momotatsu
139376,Pi-chan
139374,Ai-chan
139374,Kenken
139372,Gochin
139372,Kane-chin
139368,Captain
139367,Munemune
139364,Magemage
139325,Furukawa Makiko
139311,Luna
139299,Miss Wabisabi
139290,The Love Master
139286,Nenecchi
139278,Kan
139277,Chin
139276,Ton
139261,Mocchi
139259,Tomo
139253,Sky Hawk
139252,Winds Wolf
139246,Master of Kouan
139242,Yurio
139239,Nico
139226,Urushy
139212,Miss Prince
139204,Leo
139199,Magna Alecto
139196,Yui
139191,Magical Jukujo
139155,Haru
139154,Pure Blade
139153,Pure Barrier
139153,Papikana
139133,Caramelman #23
139133,Abare
139126,Leche
139108,Micchan
139107,Moka
139105,Oniichan
139098,Prince
139097,Jackie
139088,Dark Sword
139087,Ichi-nii
139087,Berserker
139086,Siren
139085,Bloody Master
139057,Maou
139044,Death Arms
139043,Kamui Wood
139042,Mt. Lady
139041,Present Mic
139040,Red Haired Knight
139040,Grand Master
139038,Magician
139038,Elemental Master
139037,Lord Knight
139029,Ninochika
139028,Black Cat
139013,Volodya
139013,Popo-chan
139011,The Blonde Devil
139005,Second Generation Klariskrays
138976,Asura of the West
138976,Witch of the West
138974,Enamori Haruka
138961,Hamu
138959,The Legendary Assassin
138942,Randy
138923,Mayu
138922,Sugi
138901,Mousieur de Paris
138888,Shuu
138886,Anima
138885,Sugarman
138884,Cellophane
138883,Tailman
138880,Lindenbaum
138868,Sato
138852,Hayabusa
138852,Shou
138841,Fu
138837,Acchan
138796,Dark Knight
138795,Dark Dragon
138774,The Sage Dragon
138768,Yuu
138760,Mister
138758,Ace
138754,Gamba White
138753,Gamba Pink
138752,Gamba Green
138751,Gamba Yellow
138750,Gamba Red
138748,Hero of Deernook
138748,Hero of Gearhawk
138748,God of Calamity
138747,Murasaki
138747,June
138747,Kanny
138747,K
138747,Old Woman
138746,Jumpy
138745,Rhinoceros Beetle
138730,God of Death
138730,The Reaper
138726,Arisa
138716,Captain Seamars
138707,Nadia
138707,Marle
138706,Nakajima Keisuke
138705,Yuya
138666,Macchi
138664,Megu
138663,Tsugu
138660,Koko
138657,Fishing Cat
138656,Raccoon
138655,Chipmunk
138638,Earphone Jack
138636,Tentacole
138623,Giro
138620,Beth
138592,Layer Terra
138590,Layer Sol
138556,Wakashachou
138554,Escape King
138553,The Immortal
138552,Kochoube Asuko
138529,Paula
138528,Gräfin
138526,Ken Midori
138526,Mittens
138495,Matagi
138494,King
138463,Laura
138442,Ray
138441,Zack
138415,グレース・アイハラ
138404,Uranus Hankai
138403,The Star Sword King
138400,The Come Come Hotel Owner
138393,The Hellfire Witch
138393,Lord Ruthven's Bourreau
138392,Count
138392,Lord of the Other World
138391,Vanitas
138391,Luna
138390,Baldy
138388,Florifel
138378,Brutus
138362,Kaneyuki Miyama
138351,Iron Maiden
138338,Haru
138337,Son of a spy
138332,Repose
138327,Mahou no Suishou
138315,Li Yun
138312,Uecchi
138312,Rikka
138297,Save the World
138264,Sebastian
138252,Speedstar
138242,Shi-chan
138241,Myaano
138237,Jack the Drought
138236,Athena
138236,Joseph Henderson
138224,Kiyoka
138205,Douke Banchou
138182,Kanshu #20
138181,Brynhildr
138174,Death Kuronora
138139,Stheno
138139,Unknown Girl
138138,Euryale
138138,Unknown Girl
138138,Far-Flier
138128,Hong
138128,Crimson Moon
138128,Jin Yeon
138090,God of War
138085,Solitary Blade
138067,Bikha Sanp
138063,Haru
138062,Ki-chi
138061,Kei
138035,Witch of the Darkness
138018,Hi-pon
138014,Bambi
138001,Rainmaker
137999,Cat Viper
137941,Psy-Kicker
137935,Boy K
137926,Q
137904,Mega Ultra Super Hot Pachikuri
137893,Air Beat
137866,Asya
137865,Hal
137864,Oda Nobunaga
137864,Demon Archer
137863,Spider Man
137862,Bat Man
137862,Human Bat
137825,Devil of the Rhine
137825,White Silver
137821,Shigeru
137810,Chi-chan
137765,Jun
137764,Micchin
137762,Kayo
137761,Ricchan
137757,Hocchan
137756,Acchan
137754,Kuro
137753,Shiro
137733,Reiko Sapphire
137704,Black Detective
137695,Bakayashiki
137693,Chiko-tan
137675,Renacchi
137660,Hibari
137659,Hanako
137605,Ogachin
137603,Tomochi
137602,Three Blades
137598,Croque Monsieur
137596,Torso
137579,White Knight
137576,Grave Robber
137576,Little Bin
137576,Quinque Hunter
137575,R.V.
137572,Miya
137572,Nomiya
137570,Genie
137569,Blue Azudora
137569,Heavenly King of the East
137569,Blue Heavenly King
137569,Azu
137566,Immortal
137559,Nishi
137557,Auta Magetta
137548,Tamu-senpai
137543,Yacchan
137541,Puck
137536,Hime
137534,Icchan
137473,Iris
137472,Shii-chan
137464,Burning Alpha
137463,Sonic Meat
137445,Tobisaki Hiroyuki
137440,Nephrites
137438,Ring King
137429,Jiu-ge
137394,Tat-chan
137390,Saru
137371,Princess
137271,Blade Master
137241,Emperor
137219,Mad Dog
137212,ReiRei
137202,Ulysse
137195,Zaki-san
137191,Mitsuruchin
137190,Tomo-chin
137189,Nii-chan
137188,Shinonon
137187,Black
137182,King
137182,Leader
137181,Ricchan
137181,Kuma-kun
137180,Kasa-kun
137180,Shitty Brat
137180,Suu-chan
137180,Newbie
137178,Natchan
137178,Naru
137177,Occhan
137175,Dog
137175,Corgi
137175,Doggie
137175,Wanko
137173,Young master
137172,Butler-san
137172,Slave
137170,Masked Freak
137155,Mioko
137132,FOX
137103,Zigzix
137093,Arlequino
137075,Shrimp
137075,Lobster Fry
137073,Maa-kun
137073,Sari
137072,Hokke
137048,Makura Masashi
137047,Ruka Camae
137047,Angel of Destruction
137043,Commander in Chief of the Sabbath
137042,Queen of Death
137040,Fly King
137036,Leviathan
137029,Jacques Cinquini
137028,Federigo Cinco
137027,Ferdinand Delafünfe
137026,Eljas Viisi
137025,Erik Pentona
137024,Leonidas Epsilon
137023,Pentra Chek
137022,David Quintola
137021,Fivier Saviola
137020,Noripi
137008,Oz
137006,Gon
136993,Prince Perry
136990,Countess Upstuck
136987,Mysterious Venus
136981,Merchant of Ah
136968,Demon King
136967,Michael
136966,Gabriel
136964,Baby
136963,Macky
136961,Dai
136960,Julie
136959,Fabiana Taku
136956,Dolly
136947,Venti
136940,Professor
136935,Shichi
136934,Abriel Nei Debrusc Abriel Ramaj
136893,I
136886,Tekky
136863,Tamao
136855,Kaguya
136845,Shatora
136827,Yami no Genza
136826,Cure Miracle
136803,Pterodactyl
136794,White Crow
136794,Icy Gleam
136790,Gin-chan
136787,The Hero
136787,Hero Murderer
136786,Anne
136786,Anne from Management
136786,Heavenly King of the South
136786,Red Heavenly King
136786,Red Vamirio
136766,Karl Ernst Krafft
136766,The Mercurial Snake
136766,Alessandro di Cagliostro
136766,Ahesvar
136766,Paracelsus
136766,Albertus Magn
136765,Hrozvitnir
136764,Babylon Magdalena
136762,Samiel Zentaur
136761,Malleus Maleficarum
136761,Anna
136760,Machina
136758,Kaziklu Bey
136757,Christof Lohengrin
136756,Mephistopheles
136756,Shurado-Shikoten
136755,Valkyria
136752,Theresia
136751,Leonhard August
136749,Marguerite Breuilh
136748,Zarathustra
136745,Oichi
136734,Elma Jouii
136731,Lucoa
136730,Takeshi Ooyama
136728,Kanna Kobayashi
136722,Typhon
136722,TP-427
136718,Ha-chan
136718,Cure Felice
136716,Riko
136716,Cure Magical
136707,Akamattsun
136703,Konokko
136700,Okashii
136699,Asari
136691,Quack
136690,Tsuujii
136689,Taketatsu
136689,Tatsutake
136687,Manakkusu
136687,Manax
136685,President
136676,Motor City Bison
136627,Pops
136596,Hunter R
136595,Hunter Q
136572,Mister
136562,Eri
136552,Balor
136549,Queen
136545,Fibi
136527,The Sphenoider
136514,Indra
136464,Donnel
136464,Village Hero
136441,The Hero
136441,Jorge Piquer
136430,Marimo
136429,Shiro
136428,Draper
136422,Defoko
136413,Grabel
136408,Kusanagi Kusuka
136406,Nao
136347,Magical Mary
136340,Legendary Hero Yamanaka
136339,Yaichirou
136327,Ki-chan
136324,Rinrin
136318,Melzargard
136308,Mr. Sphinx
136308,Father Sphinx
136308,Great Librarian
136237,Corporal
136175,Cotton Candy
136173,Sylvie
136170,Jiedo Heigu
136162,Junker Nazi
136161,Al
136160,Kyou-chan
136143,Lucy Rang Miraclouse
136135,Gregor
136092,Dancing Prince
136085,Seredy
136051,Long Chen
136045,Princess Hibana
136031,Announcer
135955,Miette
135951,Jou
135878,Luminous Girl
135854,Tohda
135853,Pops
135850,Goras
135836,Grannie
135832,Madame Patra
135828,Sgt. Madd
135827,Mr. John
135815,Funachi
135807,Chibi
135791,Fia
135772,Raurau
135768,Diva
135753,Sensei
135724,Chrysanthemum Douluo
135722,Hell Emissary
135721,Supreme Pontiff
135720,Ghost Douluo
135718,Howling Sky Douluo
135717,Sword Douluo
135716,Bone Douluo
135715,Poison Douluo
135714,Heavenly Douluo
135712,Slaughtering Corner of the Golden Iron Triangle
135711,Motionless Bright King
135710,Grandmaster
135709,Flying Corner of the Golden Iron Triangle
135697,Mor
135688,Judas
135678,Lamb Kebab
135678,White Head
135656,Tomo
135646,T
135632,Mana-Mana
135604,Sergeant
135599,The Pursuit Baron
135569,Grace
135563,Kawamura Kyounosuke
135558,Ivan the Terrible
135557,Sunny the Magician
135556,Dazzling Cervantes
135555,Direct Descendant Doki
135555,Doki the Direct
135555,Lord Doki
135554,Zangetsu the Midday
135553,Jujoji
135553,Juujoji the Bell of Life
135552,Concussion Kawarazaki
135552,Old Man Kawarazaki
135551,Mask the Red
135550,The Fabulous Fitzkarald
135550,Fitzkerald
135550,Fitzcarrald
135550,Fitzgeraldo
135549,The Evil Messiah
135548,Vogler
135548,Fogler
135548,
135492,Boss
135485,Granny 
135470,Tomo
135412,Ja Seog
135408,Yohane
135402,Kyuu-chan
135401,Hyung
135400,Yoshiki
135372,Yami
135307,Théo
135274,Iwatobi
135232,Corgi
135218,Queen Medusa
135209,Kei
135199,Henogee
135196,Yasuo
135193,Elder Deukalion
135191,Elder Laios
135190,Elder Oionos
135186,Chairman
135185,Old Man
135180,Nejimaki Girl
135120,Nyoroko
135093,Nicolas Eminescu
135088,Minamoto no Yorinobu
135082,Scharlach Frau
135045,Prowl
135039,Hiro
135039,Hirorin
135035,Kei
135032,Monster
134971,Elsa
134961,Michael Liebert
134944,Slowpoke Martin
134940,Shisho
134939,Leia
134934,Lawyer
134928,Mauler
134914,Professor
134912,Gross
134904,Franca
134901,Ojisan
134865,Dancer
134844,Maruu
134844,Maru
134843,Hana
134803,Eva
134803,Boss
134802,Sophie
134801,Toma
134800,Rosa
134799,Anna
134798,Tanya
134797,Fukaziroh
134794,Megane Shokuin
134793,Hige Shokuin
134777,Mikado
134769,Zeus
134766,Kazuo
134730,Orca
134726,White Angel
134725,King Arthur
134723,Bloody Rae
134717,Queen
134653,Bird
134652,Kyoukai-san
134643,Tori
134639,Bunta
134636,Masayan
134627,Judo Prodigy
134604,King of Kings
134604,Rider
134590,The Queen of Wind Fairies
134589,The Queen of Water Fairies
134588,Queen of Fire Fairies
134585,The Mischief King
134583,Magical Sister
134582,Magical Nurse
134581,Magical Maid
134576,Gretel
134558,Twenty-three
134556,Kouichi Hayashi
134552,Tomo
134551,Nutcracker
134546,Ice Queen
134546,Princess
134546,Snow White
134545,Sir
134545,Goldilocks
134545,Blondie
134545,Firecracker
134545,Kiddo
134529,Red
134510,Hachiko
134502,Professor Munakata
134493,A-chan
134491,Ii-chan
134489,Lucas Swank
134481,Wanappu
134477,Caster
134477,Nursery Rhyme
134458,Archer
134457,Dr. Jekyll and Mr. Hyde
134433,"Emilia Hermit,Emilia Gudenburg,Princess Emilia"
134432,Gobuji
134432,Hobuji
134432,Seiji 
134422,Doutanuki
134421,CCO
134419,Kara-bou
134414,Kane-san
134409,Mitsubou
134409,CCP
134409,Micchan
134406,Hotaru
134397,Atsu
134393,Ichi-nii
134388,Ishipapa
134386,Jiji
134364,Hailey Anne Thomas
134357,Mii-chan
134333,Sage of Mirror Lake
134301,Fuji-Q
134286,Irmão
134283,Date Koremune
134265,Senshi of Izganda
134264,Chil
134252,Daikokuten
134222,Manty
134218,Hunter of Souls
134209,Nico
134205,Kacchon
134197,Cleft Chin
134196,Beefcake
134195,Oldface
134151,The Knight King
134148,Sal
134148,Shiranami
134139,Rhonda Rabbit
134137,Trainer
134117,Asa
134098,Base Black
134089,Mummy Man
134076,Yvonne
134069,Yuzu
134029,dosa
134025,Aki Kizaki
134006,Pack
133977,0018
133975,0015
133973,0017
133972,0016
133971,0014
133968,Ogun the Hero
133964,Yukki
133962,Valkyrie
133931,Visored Queen
133931,Claria
133931,Queen Vivian
133922,Wadda
133922,Waddachi
133895,Tsuku-chan
133887,수르야
133884,Divine King
133879,The Boy who Controls Water
133862,Moka
133857,Eros
133850,Selda of Vanamond
133837,Jinxie
133788,Dakeu
133785,Little Miss Responsive
133767,Devil
133766,Manager
133756,Fubuki Class Destroyer
133755,Hewpoe
133750,Ten-Ten
133748,Nayuta Makami
133730,Invisible Girl
133684,A-chan
133670,The Demon Master of The Fairies
133660,Phi-chan
133657,Celis
133655,Lisha
133651,Coconuts
133572,Wolf
133568,Hakase
133564,Hokaben
133563,Bucchake
133540,Goodpo
133490,Tama
133489,So-chan
133488,Nagichii
133487,Mitsu
133486,Ichi
133454,Old Child
133450,Kyouchikutou
133435,The Snake Charmer
133434,Sergeant-Major
133434,Fatty
133433,Lieutenant
133431,Test-Subject No. 7
133431,Insight Baron
133417,LT
133377,Joker
133363,Kiyo
133356,Hide
133348,Sawyer
133336,Lysandre
133335,Hime
133335,Himeno Nonaka
133324,Tsukutsun
133323,Jasmine
133323,Maromayuge
133298,Hii-kun
133296,Konishi
133279,Tortellini
133278,Sky High
133261,Holy Father
133229,Shizego
133204,Peko-chan
133190,Mary
133185,Coco
133184,Lolo
133183,Hana
133155,God of Marriage
133134,Meganyan
133134,Darknyan
133134,Hovernyan
133133,Nathaniel Adams
133118,Azami Nakamura
133109,Madame Elephant
133102,Ban-chan
133079,Cerberus
133072,Mii
133058,Sai
133052,Kaiser
133048,Ah nee-chan
133019,Sea Operator
133018,Air Operator
133017,Land Operator
133016,Kuuko
133014,Toku
132983,Rodh
132975,Shimi-chan
132965,Francis F.
132964,Demon
132962,Ane-san
132962,Kou
132960,Rintarou
132959,Twin Dark
132957,Gramps
132957,Hiroshi
132956,Yamato Nadeshiko
132931,Keno Fasris Invern
132931,Landfall
132893,Prince of Ayodoya
132884,Taroumaru
132874,Shun
132870,The Black Princess
132860,Director
132853,Haru-Haru
132853,Haru-Haruki
132842,Nine Treasures Glazed Tile
132841,Sausage Monopoly
132840,Evilfire Phoenix
132839,Soft Bones Demon Rabbit
132838,Evil Eye White Tiger
132837,Hell Civet
132834,Shion
132826,Golden Princess
132813,Skull Knight
132812,Guardian
132811,Maiden of the Aqua
132803,Rocket
132785,God of Death
132771,Rebecca Lupin
132751,Mike
132747,Valerie
132744,Gaius
132744,Candy Stealer
132742,The Ashura
132738,Jasmine
132737,Underboob
132721,Wn---44
132720,Al---3
132696,Joe
132694,Sumia
132691,Hero Killer Stain
132691,Stendhal
132686,Jin
132682,Tyrant
132636,Princess Nina
132631,Madonna
132630,Queen
132629,Venus
132615,Mole
132590,Shukotan
132589,Buou
132571,Silent Mad Dog
132571,Diablo
132568,Silver Wolf
132567,Kan-chan
132540,Theresa
132537,Matthew
132530,Battery-kun
132527,Marla Axe
132526,Cardan Else
132515,Nekohime
132514,Sette
132507,World Rejector
132506,Ken-chan
132505,Angel of Death
132494,Aaya
132484,Cordelia
132484,Knight Paragon
132429,Mai-chi
132420,Ako
132419,School Pres
132409,Zhuge Liang
132408,Artemis
132408,Cyborg 0010
132402,Bob Sled
132398,Immortal Lisa
132375,Gabby
132358,Bloody Alice
132341,Lord Zen
132324,Schwein
132323,Apricot
132322,Rusian
132321,Suzu-sensei
132311,Prince Crystal
132308,Sword Eater
132308,Ace of Tonrou
132306,Fifty-fifty
132302,World Clock
132286,Ari
132280,Rushing maniac
132280,Trickster
132271,Lawless
132269,Short-a
132265,Branch Chief
132259,Lord Yuushi
132254,Little Sect Leader
132248,Grannie
132240,Total Defense Shogun
132239,Mad King of Dark World
132238,Scout of Dark World
132237,Knight of the Dark World
132235,Sky Scout
132232,Pierce
132231,Eisenstein
132230,Trapper
132229,Dorothy
132227,Jun
132224,Minori-chan
132209,Raging Bull
132198,Maa-kun
132156,Fuu's Mother
132154,Counselor
132151,Commodore
132151,Joey Cartwright
132150,Henta
132147,Johnny
132141,Master Niwa
132140,Lord Tamoto
132121,Father Ingen
132121,Buddhist Priest Ingen
132113,Vice President
132107,Dr.
132103,Dracula-kun
132090,Rambler
132068,1 Millimeter Yuda
132062,Mr. Flag
132027,Lee Meixue
132026,Daisuke
132026,The Brawler
132006,Jun
132003,Sneaky Spider
131941,Noir
131933,Lamrys of the Labyrinth
131900,Maiden of Revolution
131894,Mika
131882,Take
131870,Oily
131859,Grandfather
131833,Mako
131808,M
131803,Noble Savage 007
131796,Fami-san
131780,Hika
131774,Nonnon
131767,Modoki
131753,Lena
131743,Uncle
131743,Pops
131743,Fumblethumbs
131742,Doc
131740,Ochobokou no Dai
131735,Ruirui
131718,Kylie
131696,Ushikou
131687,Hacchi
131686,Ten-chan
131682,Ten-chan
131681,Kyou-chan
131666,Risappe
131665,Nonocchi
131661,Mii-kun
131660,Kei-chan
131652,Maid Angel
131651,Sexy Angel
131650,Celebrity Angel
131644,The Previous Wife
131643,Rose Princess
131643,Nobara Hime
131642,Mamako
131642,Stepdaughter
131641,Princess Snow White
131640,Buranko
131640,Country Bumpkin
131639,Nun
131639,Nonne
131636,The Scar Faced Dark Messiah; The Rule-Smashing Pun Machine
131635,Torishu
131635,Trish
131635,Lily
131634,Moura
131630,Lima
131581,Charles Bishop
131562,Muraki
131560,Shou-chan
131556,Sieg
131551,Princess Forehead
131549,Mikami Satoru
131542,Tetsupei
131540,Kumichou
131540,Honcho
131531,Watchman
131530,Chief
131513,Tawananna
131506,Pooh
131505,Kobayakawa Karen
131501,Managa
131450,Herman
131431,Anna
131429,Anastasia
131424,Kazu
131420,Knuckle
131401,Yayoi-tan
131386,Xun Er Gu
131329,Zugan
131272,Maura
131230,Dorothy Moore
131197,Rentarou
131195,The Forgetful Detective
131181,Shiro
131171,Neko
131151,The King of Pigs
131150,Crybaby Kyung-min
131122,Sniper Mask
131122,Mr. Mask
131115,Silver Karasu
131099,Francesca
131098,Bullet
131079,Roppongi
131070,Caroni
131062,Sekibun
131055,The Refreshing Prince
131054,Matrix 2
131053,Electric Medusa
131052,The Gate of Flesh
131051,Panties' Hole
131036,Crimson-stained Water Lily
131018,Bloody da Vinci
131017,Yotchan
131016,Manager
131013,18th Ikeda Yaemon
131009,Zeedo
131005,Aco
131004,Dr. Raiko
130998,Luke
130997,Michael
130996,Raphael
130991,Councilor
130989,Inspector
130988,Captain
130965,Emissary of the Black Sun
130961,Duke Velaines
130956,Coffee Shop Owner
130941,Natural Cheese
130940,String Bean
130939,Chicken Egg
130936,Totty
130933,Fappymatsu
130932,Kusomatsu
130919,Lurcher One
130880,Suijin
130878,Fuki
130806,The Immortal
130806,God
130804,Angelina
130777,Gordam
130770,Sarah
130768,Hernandez
130764,Fernandez
130762,Cecil
130761,Paul
130760,Dr. Phillips
130753,The Hog
130752,Momocchi
130743,Jaguar
130739,How Much
130719,The angel of comfort
130710,Hoshinoko
130669,Colonel
130667,Professor
130652,Master of the Onsen
130635,Cookietarou
130630,Saiko no Purinsu
130630,Kaito Genius
130630,Kurukuru-chan
130630,Mahou-chan
130626,Mine
130617,Sanjeh
130613,Im
130590,Kou
130567,Arisa
130563,Kazu
130542,No. 26
130502,Kikka
130495,Agent
130485,Madame
130483,Robin
130483,Daraen
130483,High Deliverer
130483,Fellblood
130483,Emblem of Bonds
130477,Zero
130463,Enjoy
130440,Nielba
130437,Michael
130434,Ash
130431,Shorty
130429,Beck's Henchman
130428,Beck's Henchman
130414,Freddy
130409,Old Man
130386,Colonel
130385,Major
130373,Suzu
130359,Toki-chan
130334,Shounen
130327,Kei
130324,Gramps
130305,Miki
130297,Hareharu
130294,Suu-san
130288,Lissa
130288,Princess of Ylisse
130288,Sprightly Cleric
130222,Masaru
130215,Yuuki
130187,Coach
130183,Archbishop
130156,Non-chan
130155,Noodle Cook's Wife
130138,Ga-chan
130128,Fortuna
130128,Fone
130128,Vann
130128,Flors
130128,Houtarou
130128,Lafalle
130128,Fuuko
130126,Neji
130090,Tomo-chan
130089,Ai-chan
130081,Kappa
130070,The Human Beatbox
130065,Colonel
130064,Black Devil
130053,Ani
130044,Old Man
130044,Gramps
130037,Rio
130015,Death Rob
130011,Tao Master
130007,Hero of Charity
130002,Secretary
129986,Comettor
129966,Shadow-Man
129966,Master of Disguise
129966,Gentleman Thief
129961,Black Lizard
129961,Beautiful Master Thief
129961,Fixer in Shinjuku
129935,Sea Witch
129899,Moon Shadow
129855,Fang of the Great Earth
129854,Hedgehog
129836,Aki
129831,Sparkplug
129830,Tiger
129826,Tsukuyomi
129824,Prince Of Patience
129815,Ace Killer
129809,Iggy Arlo
129808,Momona no Mama
129807,Momona no Papa
129785,Pokedex
129785,Pokédex
129777,Al Jones
129761,Izumi-chan
129758,Truth
129750,Fujimon
129749,Führer
129747,Straw
129746,Coal
129745,Bean
129731,Park
129726,Mana-hime
129723,Demoshika
129717,Headmaster
129705,Eyebrow
129697,Demonic Monkey King
129693,Prince of Ylisse
129693,Captain of the Shepherds
129693,Exalted Prince
129692,Marth
129692,Lucy
129692,Princess of Ylisse
129692,Emblem of Awakening
129685,Aki
129684,Nobu
129683,Pirate King
129674,Bulk Guerilla
129670,Laserbeak
129652,Maho-nee
129588,Ricardo Vega
129550,Mulligan
129531,Lom Flanagan
129516,Kramp
129505,Scavenger
129497,Gayler
129497,Geila
129484,Curry no Prince
129484,Curry Ouji
129482,Kouji
129480,Shima
129478,Oka
129476,Shimapon
129462,Layra
129462,Riley
129450,Sen
129436,Mojara
129431,Squidhead
129417,Nies
129410,Aka-Loli
129409,Impact King
129392,Wheeljack
129375,Shockfleet
129375,Tidal Wave
129375,Mirage
129362,Vera
129360,High Command
129359,Captain
129345,Suicide
129344,Sonic Boom
129338,Professor
129324,W
129321,The King of Light
129320,Riri-chan
129310,The White Wolf
129303,Lady Jewel
129302,Snowstorm
129302,Cyclonus
129302,Snow Cat
129284,Blurr
129280,Earthworm
129266,Tama
129265,A3
129263,Kommendeur
129262,Heel Hold
129259,Evil Teacher
129259,Hasumin
129256,Arcee
129249,Side Swipe
129247,Master fo Quizzes
129246,Michi
129242,Oliver Polanski
129238,Demolishor
129238,Irontread
129235,Tajiri
129223,Kintarou Asechi
129221,Seelnay
129220,Snow
129219,Wieck
129218,Angie
129216,Patti
129214,Red Alert
129209,Runa
129197,Penguin Teacher
129197,Pen-chan-sensei
129180,Whale Girl
129180,White Girl
129180,Shiroi Shoujo
129178,Niina-senpai
129177,Yuka-senpai
129176,Mika-senpai
129171,Cake-san
129171,Diamond-san
129162,Roshi Ninja
129155,Tsu-chan
129137,Sumire
129131,Snake of Clearing Eyes
129131,Kuroha
129131,Kuro Konoha
129130,Kapusho
129120,Ayu
129120,Ayucchi
129116,Newscaster
129115,Lady Justice
129099,Asteroid DesertMan.EXE
129093,Yunis
129091,Lir
129086,A. awamori
129045,The White Knight of the Table
129038,Iron Skewer
128991,Nijimin
128971,Gelbe 7 (Yellow 7)
128971,Schwarze Katze 2 (Black Cat 2)
128967,Ruko
128964,Don
128959,Rika
128948,Aa-chan
128937,Orochimaru
128930,Zaphod Riker
128909,Kiyo-pon
128902,Mighty Sun Fighter
128895,Ecchan
128871,Pierre
128870,Chow
128869,Trig
128864,Ice
128864,Ice Blonde
128863,Lieutenant
128860,Ratzass
128859,Bugspray
128859,Lieutenant
128858,Hero
128858,Major
128857,Dr
128856,Fullerton
128852,Alex
128838,Old Man
128835,Watkein
128835,Wolfgang Wakkein
128802,William Elgar
128778,Dog
128769,Capybara
128744,Salami-chan
128662,Shiba
128651,Richard
128651,Duke of Gloucester
128651,King Richard III
128648,Hustler Joe
128645,Oto
128635,Olympia
128629,Robo-kun
128614,Menchi
128612,Mol
128611,Tommy
128607,Moe
128601,Hateful Cat
128598,Yao Lao; Yao Zun Zhe; Yao Sheng
128594,Eddie
128588,Danny
128580,Red Coat
128571,Student Council Accountant
128570,Virtuous King of the Forest
128570,Hamusuke
128554,Sam
128543,Shin
128540,Wendelin von Benno Baumeister
128537,Kagami Sakimori
128537,Dunbalf
128536,The White Witch
128536,The Moonlight Witch
128532,Julia
128529,Desert Fox
128503,Hana
128498,Mad Hurricane
128493,Henrietta
128458,Juliano
128458,Julianada
128458,Julian
128451,Michiko
128451,Koro
128447,Ayuayu
128437,Midir
128428,Ferry
128428,Erinys
128427,Lewyn
128424,Tiltyu
128413,Nemesis Prime
128412,Grand Convoy
128412,Galaxy Convoy
128412,Optimus Prime
128407,Optimus Prime
128403,Megatron
128403,Galvatron
128403,Devil Gigatron
128390,Archbishop
128387,Miyabi-sensei
128386,Master McClure
128386,Arc Master
128371,Hound
128355,Gorikon
128323,Weakest Undefeated
128323,Black Hero
128315,Alice
128314,Slit-Mouthed Woman
128302,Desmodus Drakul
128295,Mr. Hands
128278,Smokescreen
128278,Hoist
128272,Skyfire
128272,Dreadrock
128259,Tate
128257,Nej
128257,Mushroom
128256,Black
128256,Will
128249,Sideways
128249,Noisemaze
128224,Arrowhead
128217,Alexis Thi Dang
128217,Alexandra
128216,Rad
128214,Nabi
128212,Legendary Red Baron
